date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
20201113,209,64,Category 01,5,5,24,38,24,0,12,0,30
20201117,209,64,Category 01,6,14,0,38,0,0,24,0,30
20201121,209,64,Category 01,0,29,0,38,0,0,12,0,30
20201122,209,64,Category 01,6,23,0,95,0,0,72,0,30
20201123,209,64,Category 01,0,26,0,83,0,12,48,0,30
20201125,209,64,Category 01,4,18,0,78,0,12,48,0,30
20201126,209,64,Category 01,0,21,0,66,0,12,36,0,30
20201128,209,64,Category 01,5,30,0,75,0,48,0,0,30
20201130,209,64,Category 01,4,27,48,84,48,0,12,0,30
20201201,209,64,Category 01,7,68,0,68,0,0,0,0,30
20201202,209,64,Category 01,5,69,0,78,0,0,12,0,30
20201204,209,64,Category 01,9,63,0,72,0,0,12,0,30
20201205,209,64,Category 01,7,59,12,80,12,0,12,0,30
20201206,209,64,Category 01,4,0,0,0,0,0,0,0,30
20201209,209,64,Category 01,9,51,0,75,0,0,24,0,30
20201210,209,64,Category 01,0,54,0,75,0,0,24,0,30
20201211,209,64,Category 01,13,44,0,89,0,0,48,0,30
20201212,209,64,Category 01,7,40,24,85,24,0,24,0,30
20201213,209,64,Category 01,10,30,0,102,24,24,24,0,30
20201223,209,64,Category 01,0,39,24,75,24,0,12,0,30
20201224,209,64,Category 01,0,39,0,63,24,0,0,0,30
20201227,209,64,Category 01,6,62,0,59,0,0,0,0,30
20201228,209,64,Category 01,5,60,0,57,0,0,0,0,30
20201229,209,64,Category 01,6,57,0,54,0,0,0,0,30
20201230,209,64,Category 01,10,50,0,47,0,0,0,0,30
20210103,209,64,Category 01,9,32,0,41,0,0,12,0,30
20210104,209,64,Category 01,4,3,0,0,0,0,0,0,30
20210110,209,64,Category 01,4,9,0,45,0,0,36,0,30
20210111,209,64,Category 01,0,12,12,45,12,12,12,0,30
20210113,209,64,Category 01,4,19,0,43,12,0,12,0,30
20210116,209,64,Category 01,7,26,0,35,0,0,12,0,30
20210117,209,64,Category 01,5,24,0,45,0,0,24,0,30
20210119,209,64,Category 01,6,20,12,41,12,0,12,0,30
20210121,209,64,Category 01,4,24,0,48,0,0,24,0,30
20210123,209,64,Category 01,8,22,12,43,12,0,12,0,30
20210124,209,64,Category 01,4,18,0,54,12,0,24,0,30
20210127,209,64,Category 01,5,26,12,47,12,0,12,0,30
20210131,209,64,Category 01,6,30,0,42,0,0,12,0,30
20210201,209,64,Category 01,4,29,0,41,0,0,12,0,30
20210202,209,64,Category 01,0,32,12,53,12,0,12,0,30
20210203,209,64,Category 01,4,40,0,52,0,12,0,0,30
20210205,209,64,Category 01,6,38,0,47,0,0,12,0,30
20210207,209,64,Category 01,4,3,0,0,0,0,0,0,30
20210208,209,64,Category 01,5,33,0,42,0,0,12,0,30
20210209,209,64,Category 01,4,32,0,53,0,0,24,0,30
20210210,209,64,Category 01,7,28,0,49,0,24,0,0,30
20210211,209,64,Category 01,5,26,24,47,24,0,0,0,30
20210212,209,64,Category 01,7,43,0,43,0,0,0,0,30
20210213,209,64,Category 01,7,42,0,39,0,0,0,0,24
20210214,209,64,Category 01,4,38,0,50,0,0,12,0,24
20210215,209,64,Category 01,0,41,0,50,0,0,12,0,24
20210216,209,64,Category 01,5,39,0,48,0,0,12,0,24
20210217,209,64,Category 01,8,34,0,43,0,0,12,0,24
20210218,209,64,Category 01,4,33,0,54,0,0,24,0,24
20210219,209,64,Category 01,5,33,0,54,0,0,24,0,24
20210220,209,64,Category 01,4,30,0,39,0,0,12,0,24
20210221,209,64,Category 01,4,26,0,74,0,12,36,0,24
20210222,209,64,Category 01,0,55,12,52,0,0,0,0,24
20210223,209,64,Category 01,4,50,0,50,0,0,0,0,24
20210224,209,64,Category 01,0,40,0,49,0,0,12,0,24
20210225,209,64,Category 01,6,40,0,49,0,0,12,0,24
20210226,209,64,Category 01,6,37,0,46,0,0,12,0,24
20210227,209,64,Category 01,11,26,0,35,0,0,12,0,0
20210228,209,64,Category 01,10,26,0,35,0,0,12,0,0
20210301,209,64,Category 01,4,16,0,40,0,0,24,0,0
20210302,209,64,Category 01,0,18,0,51,0,24,12,0,0
20210303,209,64,Category 01,4,17,0,50,0,24,12,0,0
20210304,209,64,Category 01,4,14,24,50,24,0,12,0,0
20210305,209,64,Category 01,0,37,0,49,0,0,12,0,0
20210306,209,64,Category 01,0,37,0,49,0,0,12,0,24
20210307,209,64,Category 01,0,37,0,49,0,0,12,0,24
20210308,209,64,Category 01,0,40,0,73,0,0,36,0,24
20210309,209,64,Category 01,6,40,0,73,0,0,36,0,24
20210310,209,64,Category 01,4,33,0,81,0,0,48,0,24
20210311,209,64,Category 01,0,36,0,81,0,0,48,0,24
20210312,209,64,Category 01,4,36,0,81,0,0,48,0,24
20210313,209,64,Category 01,6,32,12,77,12,0,36,0,24
20210314,209,64,Category 01,6,38,0,206,0,0,168,0,24
20210315,209,64,Category 01,7,37,0,190,0,0,156,0,24
20210316,209,64,Category 01,4,37,0,190,0,0,156,0,24
20210317,209,64,Category 01,4,36,0,201,0,0,168,0,24
20210318,209,64,Category 01,7,31,0,160,0,0,132,0,24
20210319,209,64,Category 01,7,31,0,160,0,0,132,0,24
20210320,209,64,Category 01,11,27,12,168,0,12,132,0,24
20210321,209,64,Category 01,4,16,0,160,12,0,132,0,24
20210322,209,64,Category 01,5,30,0,195,0,0,168,0,24
20210323,209,64,Category 01,6,28,0,157,0,0,132,0,24
20210324,209,64,Category 01,7,21,0,138,0,0,120,0,24
20210325,209,64,Category 01,7,14,0,50,0,0,36,0,24
20210326,209,64,Category 01,0,17,0,50,0,0,36,0,24
20210327,209,64,Category 01,6,11,36,47,36,0,0,0,24
20210328,209,64,Category 01,0,11,0,47,36,0,0,0,24
20210329,209,64,Category 01,4,49,0,58,0,0,12,0,24
20210330,209,64,Category 01,5,47,0,68,0,0,24,0,24
20210331,209,64,Category 01,4,43,0,79,0,0,36,0,24
20210401,209,64,Category 01,0,46,0,67,0,0,24,0,24
20210402,209,64,Category 01,4,45,0,66,0,0,24,0,24
20210403,209,64,Category 01,5,43,0,64,0,0,24,0,24
20210404,209,64,Category 01,7,43,0,64,0,0,24,0,24
20210405,209,64,Category 01,9,33,24,54,24,0,0,0,24
20210406,209,64,Category 01,4,53,0,53,0,0,0,0,24
20210407,209,64,Category 01,4,56,0,53,0,0,0,0,24
20210408,209,64,Category 01,7,51,0,48,0,0,0,0,24
20210409,209,64,Category 01,5,51,0,48,0,0,0,0,24
20210410,209,64,Category 01,6,46,0,43,0,0,0,0,24
20210411,209,64,Category 01,8,46,0,43,0,0,0,0,24
20210412,209,64,Category 01,6,41,0,38,0,0,0,0,24
20210413,209,64,Category 01,4,38,0,35,0,0,0,0,24
20210414,209,64,Category 01,5,34,0,34,0,0,0,0,24
20210415,209,64,Category 01,0,35,0,32,0,0,0,0,24
20210416,209,64,Category 01,9,35,0,32,0,0,0,0,24
20210417,209,64,Category 01,11,21,0,18,0,0,0,0,24
20210418,209,64,Category 01,8,21,0,18,0,0,0,0,24
20210419,209,64,Category 01,4,16,0,13,0,0,0,0,24
20210420,209,64,Category 01,7,8,0,8,0,0,0,0,24
20210421,209,64,Category 01,0,11,0,8,0,0,0,0,24
20210422,209,64,Category 01,6,5,0,5,0,0,0,0,24
20210423,209,64,Category 01,0,8,0,17,0,12,0,0,0
20210424,209,64,Category 01,4,7,0,16,0,12,0,0,24
20210425,209,64,Category 01,6,1,12,25,12,12,0,0,24
20210426,209,64,Category 01,0,13,0,25,0,12,0,0,24
20210427,209,64,Category 01,5,11,12,23,12,0,0,0,24
20210428,209,64,Category 01,0,23,0,23,0,0,0,0,24
20210429,209,64,Category 01,0,26,0,83,0,60,0,0,24
20210430,209,64,Category 01,4,22,0,82,0,60,0,0,0
20190101,210,148,Category 03,0,8,0,12,0,0,4,0,3
20190105,210,148,Category 03,0,6,0,10,0,0,4,0,3
20190107,210,148,Category 03,0,7,0,10,0,0,4,0,3
20190112,210,148,Category 03,2,2,2,10,0,4,4,0,3
20190119,210,148,Category 03,0,6,0,14,0,0,8,0,3
20190122,210,148,Category 03,2,5,0,4,0,0,0,0,3
20190124,210,148,Category 03,2,2,0,10,0,4,4,0,3
20190127,210,148,Category 03,0,6,0,14,0,0,8,0,3
20190130,210,148,Category 03,0,4,0,12,0,0,8,0,3
20190201,210,148,Category 03,0,4,0,16,0,4,8,0,3
20190202,210,148,Category 03,0,4,0,12,0,4,4,0,3
20190203,210,148,Category 03,0,8,2,16,0,4,4,0,3
20190205,210,148,Category 03,0,12,0,12,0,0,0,0,3
20190212,210,148,Category 03,2,5,0,12,0,4,4,0,3
20190213,210,148,Category 03,2,2,0,10,0,4,4,0,3
20190216,210,148,Category 03,0,4,0,12,0,0,8,0,3
20190219,210,148,Category 03,0,8,0,8,0,0,0,0,3
20190301,210,148,Category 03,0,9,0,12,0,0,4,0,3
20190302,210,148,Category 03,2,6,0,10,0,0,4,0,3
20190303,210,148,Category 03,0,6,0,6,0,0,0,0,3
20190304,210,148,Category 03,0,7,0,10,0,0,4,0,3
20190307,210,148,Category 03,2,4,0,4,0,0,0,0,3
20190312,210,148,Category 03,0,0,0,12,0,0,12,0,3
20190313,210,148,Category 03,0,0,0,8,0,4,4,0,3
20190315,210,148,Category 03,0,4,0,8,0,0,4,0,3
20190317,210,148,Category 03,0,5,0,12,0,4,4,0,3
20190318,210,148,Category 03,2,6,2,10,0,0,4,0,3
20190321,210,148,Category 03,0,4,0,8,0,0,4,0,3
20190322,210,148,Category 03,2,2,0,14,0,4,8,0,3
20190324,210,148,Category 03,0,4,2,12,0,0,8,0,3
20190326,210,148,Category 03,0,0,0,8,0,0,8,0,3
20190327,210,148,Category 03,0,0,0,8,0,8,0,0,3
20190328,210,148,Category 03,0,1,0,8,0,8,0,0,3
20190330,210,148,Category 03,2,6,0,6,0,0,0,0,3
20190331,210,148,Category 03,0,7,0,6,0,0,0,0,3
20190410,210,148,Category 03,2,6,0,6,0,0,0,0,3
20190419,210,148,Category 03,0,1,0,0,0,0,0,0,3
20190420,210,148,Category 03,2,7,0,6,0,0,0,0,3
20190423,210,148,Category 03,2,4,0,8,0,4,0,0,3
20190424,210,148,Category 03,0,4,0,8,0,4,0,0,3
20190425,210,148,Category 03,0,9,2,8,0,0,0,0,3
20190427,210,148,Category 03,2,6,0,6,0,0,0,0,4
20190430,210,148,Category 03,0,6,0,6,0,0,0,0,4
20190502,210,148,Category 03,0,6,0,6,0,0,0,0,4
20190503,210,148,Category 03,0,6,0,6,0,0,0,0,4
20190506,210,148,Category 03,0,4,0,8,0,4,0,0,4
20190507,210,148,Category 03,0,4,0,8,0,4,0,0,4
20190515,210,148,Category 03,0,8,0,8,0,0,0,0,4
20190520,210,148,Category 03,0,9,0,8,0,0,0,0,4
20190522,210,148,Category 03,2,7,0,6,0,0,0,0,4
20190525,210,148,Category 03,2,1,2,8,0,8,0,0,4
20190602,210,148,Category 03,2,6,0,6,0,0,0,0,4
20190609,210,148,Category 03,0,9,0,8,0,0,0,0,4
20190612,210,148,Category 03,2,6,0,10,0,4,0,0,4
20190614,210,148,Category 03,0,12,2,12,0,0,0,0,4
20190616,210,148,Category 03,0,12,0,12,0,0,0,0,4
20190617,210,148,Category 03,0,12,0,12,0,0,0,0,4
20190618,210,148,Category 03,0,12,0,12,0,0,0,0,4
20190621,210,148,Category 03,0,12,0,12,0,0,0,0,4
20190624,210,148,Category 03,0,12,0,12,0,0,0,0,4
20190627,210,148,Category 03,0,13,0,12,0,0,0,0,4
20190629,210,148,Category 03,2,11,0,10,0,0,0,0,4
20190630,210,148,Category 03,2,9,0,8,0,0,0,0,4
20190701,210,148,Category 03,2,6,0,6,0,0,0,0,4
20190702,210,148,Category 03,0,6,0,6,0,0,0,0,4
20190703,210,148,Category 03,0,6,0,6,0,0,0,0,4
20190704,210,148,Category 03,0,6,0,6,0,0,0,0,4
20190705,210,148,Category 03,0,6,0,6,0,0,0,0,4
20190708,210,148,Category 03,0,6,0,58,0,52,0,0,4
20190712,210,148,Category 03,0,57,0,56,0,0,0,0,4
20190713,210,148,Category 03,4,50,0,50,0,0,0,0,0
20190716,210,148,Category 03,0,48,0,48,0,0,0,0,0
20190718,210,148,Category 03,0,48,0,48,0,0,0,0,0
20190722,210,148,Category 03,0,49,0,48,0,0,0,0,4
20190723,210,148,Category 03,2,46,0,46,0,0,0,0,4
20190727,210,148,Category 03,0,47,0,46,0,0,0,0,4
20190728,210,148,Category 03,3,42,0,42,0,0,0,0,4
20190731,210,148,Category 03,0,43,0,42,0,0,0,0,4
20190802,210,148,Category 03,2,36,0,36,0,0,0,0,4
20190806,210,148,Category 03,0,34,0,34,0,0,0,0,4
20190812,210,148,Category 03,0,32,0,32,0,0,0,0,4
20190814,210,148,Category 03,0,32,0,32,0,0,0,0,4
20190816,210,148,Category 03,0,32,0,32,0,0,0,0,4
20190819,210,148,Category 03,0,30,0,30,0,0,0,0,4
20190828,210,148,Category 03,0,26,0,26,0,0,0,0,4
20190829,210,148,Category 03,0,27,0,26,0,0,0,0,4
20190903,210,148,Category 03,4,12,0,12,0,0,0,0,4
20190904,210,148,Category 03,0,12,0,12,0,0,0,0,4
20190906,210,148,Category 03,0,9,0,8,0,0,0,0,4
20190908,210,148,Category 03,2,6,0,6,0,0,0,0,4
20190910,210,148,Category 03,0,4,0,8,0,4,0,0,4
20190911,210,148,Category 03,0,9,2,8,0,0,0,0,4
20190912,210,148,Category 03,2,6,0,6,0,0,0,0,4
20190913,210,148,Category 03,2,5,0,4,0,0,0,0,4
20190914,210,148,Category 03,2,2,0,6,0,4,0,0,4
20190916,210,148,Category 03,0,2,2,6,0,4,0,0,4
20190921,210,148,Category 03,0,6,2,10,4,0,0,0,4
20190922,210,148,Category 03,0,10,0,10,0,0,0,0,4
20190923,210,148,Category 03,2,8,0,8,0,0,0,0,4
20190924,210,148,Category 03,0,9,0,8,0,0,0,0,4
20190925,210,148,Category 03,2,7,0,6,0,0,0,0,4
20190926,210,148,Category 03,2,4,0,4,0,0,0,0,4
20190928,210,148,Category 03,0,5,0,8,0,4,0,0,4
20191001,210,148,Category 03,3,4,0,8,0,4,0,0,4
20191004,210,148,Category 03,0,8,0,8,0,0,0,0,4
20191005,210,148,Category 03,0,9,0,8,0,0,0,0,4
20191006,210,148,Category 03,2,6,0,6,0,0,0,0,4
20191011,210,148,Category 03,0,7,0,10,0,4,0,0,4
20191014,210,148,Category 03,2,8,0,8,0,0,0,0,4
20191015,210,148,Category 03,0,9,0,8,0,0,0,0,4
20191016,210,148,Category 03,2,8,0,8,0,0,0,0,4
20191018,210,148,Category 03,0,6,0,6,0,0,0,0,4
20191026,210,148,Category 03,0,4,0,8,0,4,0,0,4
20191028,210,148,Category 03,0,8,0,8,0,0,0,0,4
20191103,210,148,Category 03,0,6,0,6,0,0,0,0,4
20191104,210,148,Category 03,0,6,0,10,0,4,0,0,4
20191105,210,148,Category 03,0,7,0,10,0,4,0,0,4
20191107,210,148,Category 03,2,9,0,8,0,0,0,0,4
20191109,210,148,Category 03,2,6,0,6,0,0,0,0,4
20191112,210,148,Category 03,0,6,0,6,0,0,0,0,4
20191113,210,148,Category 03,0,7,0,6,0,0,0,0,4
20191116,210,148,Category 03,2,2,0,6,0,4,0,0,4
20191118,210,148,Category 03,0,6,2,6,0,0,0,0,4
20191119,210,148,Category 03,0,6,0,6,0,0,0,0,4
20191122,210,148,Category 03,0,5,0,8,0,4,0,0,4
20191124,210,148,Category 03,2,7,0,6,0,0,0,0,4
20191125,210,148,Category 03,3,2,0,6,0,4,0,0,4
20191128,210,148,Category 03,0,7,0,10,0,4,0,0,4
20191129,210,148,Category 03,2,8,2,8,0,0,0,0,4
20191201,210,148,Category 03,0,6,0,10,0,4,0,0,4
20191202,210,148,Category 03,0,6,0,10,0,4,0,0,4
20191203,210,148,Category 03,0,6,0,10,0,4,0,0,4
20191204,210,148,Category 03,0,10,2,10,0,0,0,0,4
20191206,210,148,Category 03,0,8,0,8,0,0,0,0,4
20191207,210,148,Category 03,0,8,0,8,0,0,0,0,4
20191210,210,148,Category 03,0,4,0,8,0,4,0,0,4
20191211,210,148,Category 03,0,9,2,8,0,0,0,0,4
20191215,210,148,Category 03,2,2,0,10,0,8,0,0,4
20191216,210,148,Category 03,0,6,2,10,0,4,0,0,4
20191218,210,148,Category 03,0,10,0,10,0,0,0,0,4
20191221,210,148,Category 03,0,3,0,10,0,8,0,0,4
20191223,210,148,Category 03,2,8,2,8,0,0,0,0,4
20191226,210,148,Category 03,0,8,0,8,0,0,0,0,4
20191229,210,148,Category 03,0,4,0,8,0,4,0,0,4
20191230,210,148,Category 03,0,5,0,8,0,4,0,0,4
20191231,210,148,Category 03,2,7,2,6,0,0,0,0,4
20200103,210,148,Category 03,2,4,0,8,0,4,0,0,4
20200106,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200107,210,148,Category 03,0,9,0,8,0,0,0,0,4
20200111,210,148,Category 03,2,6,0,6,0,0,0,0,4
20200114,210,148,Category 03,0,7,0,10,0,4,0,0,4
20200117,210,148,Category 03,2,8,2,8,0,0,0,0,4
20200118,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200119,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200122,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200127,210,148,Category 03,0,0,0,8,0,8,0,0,4
20200130,210,148,Category 03,0,9,0,8,0,0,0,0,4
20200131,210,148,Category 03,2,6,0,6,0,0,0,0,4
20200201,210,148,Category 03,0,7,0,6,0,0,0,0,4
20200202,210,148,Category 03,2,4,0,8,0,4,0,0,4
20200206,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200208,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200209,210,148,Category 03,0,9,0,8,0,0,0,0,4
20200212,210,148,Category 03,2,2,0,6,0,4,0,0,4
20200215,210,148,Category 03,0,3,2,6,4,0,0,0,4
20200217,210,148,Category 03,2,4,0,8,0,4,0,0,4
20200218,210,148,Category 03,2,2,0,6,0,4,0,0,4
20200220,210,148,Category 03,0,6,2,10,0,4,0,0,4
20200221,210,148,Category 03,0,10,2,10,0,0,0,0,4
20200222,210,148,Category 03,0,10,0,10,0,0,0,0,4
20200226,210,148,Category 03,0,6,0,10,0,4,0,0,4
20200228,210,148,Category 03,0,6,0,10,0,4,0,0,4
20200301,210,148,Category 03,0,10,0,10,0,0,0,0,4
20200303,210,148,Category 03,0,7,0,10,0,4,0,0,4
20200309,210,148,Category 03,2,4,0,8,0,4,0,0,4
20200312,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200313,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200315,210,148,Category 03,0,8,0,8,0,0,0,0,4
20200316,210,148,Category 03,0,9,0,8,0,0,0,0,4
20200322,210,148,Category 03,2,6,0,6,0,0,0,0,4
20200323,210,148,Category 03,0,3,0,5,0,2,0,0,4
20200324,210,148,Category 03,0,4,0,5,0,2,0,0,4
20200328,210,148,Category 03,3,2,0,6,0,4,0,0,4
20200329,210,148,Category 03,0,2,0,6,0,4,0,0,4
20200402,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200404,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200407,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200408,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200409,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200410,210,148,Category 03,0,0,0,0,0,0,0,0,4
20200411,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200414,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200424,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200501,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200502,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200503,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200505,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200507,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200508,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200510,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200511,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200513,210,148,Category 03,0,4,0,3,0,0,0,0,4
20200514,210,148,Category 03,2,2,0,2,0,0,0,0,4
20200518,210,148,Category 03,0,6,0,6,0,0,0,0,4
20200521,210,148,Category 03,0,6,0,6,0,0,0,0,4
20200522,210,148,Category 03,0,7,0,6,0,0,0,0,4
20200524,210,148,Category 03,2,5,0,5,0,0,0,0,4
20200528,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200529,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200531,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200602,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200604,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200605,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200606,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200607,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200608,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200615,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200620,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200622,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200625,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200626,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200701,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200707,210,148,Category 03,0,4,0,4,0,0,0,0,4
20200708,210,148,Category 03,0,5,0,4,0,0,0,0,4
20200709,210,148,Category 03,2,3,0,3,0,0,0,0,4
20200710,210,148,Category 03,0,3,0,3,0,0,0,0,4
20200711,210,148,Category 03,0,3,0,3,0,0,0,0,4
20200712,210,148,Category 03,0,3,0,3,0,0,0,0,4
20200713,210,148,Category 03,0,3,0,3,0,0,0,0,4
20200714,210,148,Category 03,0,4,0,3,0,0,0,0,4
20200715,210,148,Category 03,2,2,0,2,0,0,0,0,4
20200717,210,148,Category 03,0,2,0,2,0,0,0,0,4
20200719,210,148,Category 03,0,3,0,2,0,0,0,0,4
20200725,210,148,Category 03,2,5,0,5,0,0,0,0,4
20200726,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200727,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200728,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200730,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200804,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200805,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200807,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200808,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200809,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200811,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200813,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200817,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200820,210,148,Category 03,0,0,0,0,0,0,0,0,4
20200822,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200823,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200824,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200825,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200826,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200828,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200830,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200901,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200904,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200908,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200910,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200912,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200915,210,148,Category 03,0,5,0,5,0,0,0,0,4
20200928,210,148,Category 03,0,3,0,3,0,0,0,0,4
20201001,210,148,Category 03,0,3,0,3,0,0,0,0,4
20201011,210,148,Category 03,0,0,0,0,0,0,0,0,4
20201012,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201013,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201015,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201016,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201017,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201019,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201022,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201024,210,148,Category 03,0,0,0,0,0,0,0,0,4
20201031,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201101,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201104,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201107,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201109,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201111,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201113,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201116,210,148,Category 03,0,0,0,0,0,0,0,0,4
20201118,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201119,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201120,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201121,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201125,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201126,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201202,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201203,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201209,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201210,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201212,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201217,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201218,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201219,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201221,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201229,210,148,Category 03,0,2,0,2,0,0,0,0,4
20201230,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210101,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210105,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210108,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210109,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210111,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210112,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210115,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210116,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210118,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210120,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210126,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210130,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210202,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210208,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210209,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210210,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210211,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210212,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210213,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210214,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210215,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210216,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210217,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210218,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210219,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210220,210,148,Category 03,0,2,0,2,0,0,0,0,4
20210221,210,148,Category 03,0,2,0,2,0,0,0,0,4
